"시도명",시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
"경기도",구리시,벌말로,,경기도 구리시 수택동 882-7,31120-CW-00122,1,N,N,37.59486144,127.1554549,2,5.9,7.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 882-6,31120-CW-00123,1,N,N,37.59444136,127.1548195,1,2.6,13.4,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 881-3,31120-CW-00124,1,N,N,37.5938477,127.1536255,2,6,12.2,Y,N,Y,17,132,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 881-3,31120-CW-00125,1,N,N,37.5938477,127.1536255,4,8.5,17.2,Y,N,Y,20,128,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 881-3,31120-CW-00126,1,N,N,37.5938477,127.1536255,6,6.3,19.3,Y,N,Y,18,130,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 토평동 1009-2,31120-CW-00127,1,N,N,37.593466,127.1556808,5,3.9,17,Y,N,N,20,129,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 토평동 1009-2,31120-CW-00128,1,N,N,37.59344011,127.155637,2,3.9,14.2,Y,N,N,19,130,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 882-5,31120-CW-00129,1,N,N,37.5935743,127.1557013,2,2.5,16,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로120번길,,경기도 구리시 토평동 1008-4,31120-CW-00130,1,N,N,37.5931135,127.1526991,1,2,12,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로136번길,,경기도 구리시 토평동 1004-1,31120-CW-00131,1,N,Y,37.59232623,127.1516932,2,4.1,8.1,Y,N,Y,19,41,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로136번길,,경기도 구리시 토평동 1008-4,31120-CW-00132,1,N,N,37.5931135,127.1526991,4,5.9,15.5,Y,N,Y,27,120,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 토평동 1008-3,31120-CW-00133,1,N,N,37.5936964,127.1536801,5,8.4,16.8,Y,N,Y,24,124,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로120번길,,경기도 구리시 토평동 1004-1,31120-CW-00134,1,N,N,37.59232623,127.1516932,1,2.1,12.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로136번길,,경기도 구리시 토평동 997-6,31120-CW-00135,4,N,N,37.59311126,127.1505222,1,4.8,6.2,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로136번길,,경기도 구리시 토평동 1004-1,31120-CW-00136,4,N,N,37.59232623,127.1516932,1,5.7,5.2,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로120번길,,경기도 구리시 토평동 1004-1,31120-CW-00137,1,N,N,37.59232623,127.1516932,1,2.1,13.2,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 토평동 999-4,31120-CW-00138,1,N,N,37.59411971,127.151665,5,6,17,Y,N,Y,26,122,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 287-4,31120-CW-00139,1,N,N,37.59472964,127.1489314,5,8,19.2,Y,N,Y,26,122,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 287-4,31120-CW-00140,1,N,N,37.59472964,127.1489314,4,8.1,13.7,Y,N,Y,19,54,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로105번길,,경기도 구리시 수택동 287-4,31120-CW-00141,1,N,N,37.59472964,127.1489314,1,3,7.2,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,벌말로185번길,,경기도 구리시 수택동 888-1,31120-CW-00142,1,N,N,37.5936118,127.1503763,2,3.1,12.4,Y,N,N,30,120,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,벌말로185번길,경기도 구리시 벌말로 185,경기도 구리시 수택동 888,31120-CW-00143,1,N,N,37.5932137,127.1494846,2,4,9.4,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 287-4,31120-CW-00144,1,N,N,37.59472964,127.1489314,4,8,13.6,Y,N,Y,19,52,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로94번길,,경기도 구리시 수택동 287-4,31120-CW-00145,1,N,N,37.5947672,127.1489314,1,3,5.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로93번길,,경기도 구리시 수택동 287-4,31120-CW-00146,1,N,N,37.59472964,127.1489314,1,3,6.2,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 490-1,31120-CW-00147,1,N,N,37.60039284,127.1415224,6,6,14.7,Y,N,Y,19,54,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 490-1,31120-CW-00148,1,N,N,37.60039284,127.1415224,4,5.6,13.6,Y,N,N,18,52,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로72번길,,경기도 구리시 수택동 490-1,31120-CW-00149,1,N,N,37.60039284,127.1415224,1,3,8.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로71번길,,경기도 구리시 수택동 508,31120-CW-00150,1,N,N,37.59738822,127.1464056,1,3,7.8,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 490-1,31120-CW-00151,1,N,N,37.60039284,127.1415224,4,7,13.4,Y,N,Y,20,55,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로59번길,,경기도 구리시 수택동 505,31120-CW-00152,1,N,N,37.59737231,127.1453256,3,3.9,11.8,Y,N,Y,18,57,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로60번길,,경기도 구리시 수택동 490-1,31120-CW-00153,1,N,N,37.60039284,127.1415224,1,3,7.9,Y,N,Y,18,57,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 490-1,31120-CW-00154,1,N,N,37.60039284,127.1415224,4,7,13.6,Y,N,Y,20,130,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로48번길,,경기도 구리시 수택동 490-1,31120-CW-00155,1,N,N,37.60039284,127.1415224,2,2.5,7.6,Y,N,Y,17,131,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 490-1,31120-CW-00156,1,N,N,37.60039284,127.1415224,5,5.4,16.8,Y,N,Y,19,128,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 490-1,31120-CW-00157,1,N,N,37.60039284,127.1415224,5,7.5,16.3,Y,N,Y,24,126,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로31번길,,경기도 구리시 수택동 515-52,31120-CW-00158,1,N,N,37.59867734,127.1433529,1,2.5,12.2,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 490-1,31120-CW-00159,4,N,N,37.60039284,127.1415224,5,6.1,13.8,Y,N,Y,25,123,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 490-1,31120-CW-00160,1,N,N,37.60039284,127.1415224,4,7.5,13.4,Y,N,Y,24,124,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로13번길,,경기도 구리시 수택동 490-1,31120-CW-00161,1,N,N,37.60039284,127.1415224,1,2.9,9.4,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,검배로,,경기도 구리시 수택동 490,31120-CW-00162,1,N,N,37.6008057,127.1413585,5,8.1,20.3,Y,N,Y,30,150,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00163,1,N,N,37.59775966,127.1430477,4,5.3,13,Y,N,Y,20,131,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00164,1,N,N,37.59775966,127.1430477,4,6.1,15,Y,N,Y,15,57,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00165,1,N,N,37.59775966,127.1430477,4,3.1,15,Y,N,Y,15,60,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00166,1,N,N,37.59775966,127.1430477,4,4,12.8,Y,N,Y,16,58,N,N,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00167,1,N,N,37.59775966,127.1430477,1,2,6.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00168,1,N,N,37.59775966,127.1430477,4,6.4,13,Y,N,Y,16,58,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로86번길,,경기도 구리시 수택동 428,31120-CW-00169,1,N,N,37.59775966,127.1430477,1,3.1,7.7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00170,1,N,N,37.59775966,127.1430477,4,4.1,13,Y,N,Y,16,56,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00171,1,Y,N,37.59775966,127.1430477,2,1.2,7.8,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00172,1,N,N,37.59775966,127.1430477,4,6.5,13,Y,N,Y,16,56,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00173,1,N,N,37.59775966,127.1430477,1,3,4.5,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00174,1,N,N,37.59775966,127.1430477,4,6.4,13.1,Y,N,Y,16,58,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로64번길,,경기도 구리시 수택동 428,31120-CW-00175,1,Y,N,37.59775966,127.1430477,2,3.9,8.4,Y,N,Y,16,58,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 428,31120-CW-00176,1,N,N,37.59775966,127.1430477,4,4.3,13.3,Y,N,Y,16,58,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 수택동 478-1,31120-CW-00177,1,N,N,37.59763287,127.1370458,1,2.6,8.9,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 교문동 1,31120-CW-00178,1,N,N,37.5972909,127.1369258,4,6.5,14.3,Y,N,Y,19,140,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로,,경기도 구리시 교문동 772,31120-CW-00179,1,N,N,37.59718845,127.134684,4,8.4,14.3,Y,N,Y,20,130,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로20번길,,경기도 구리시 교문동 778,31120-CW-00180,1,N,N,37.59640126,127.1339375,1,2.8,5.5,N,N,N,0,0,N,Y,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로20번길,,경기도 구리시 교문동 781,31120-CW-00181,1,N,N,37.59464333,127.1365737,1,3,7,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로20번길,,경기도 구리시 교문동 777,31120-CW-00182,1,N,Y,37.59595149,127.1343785,1,4,7.9,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로20번길,,경기도 구리시 교문동 781,31120-CW-00183,1,N,N,37.59464333,127.1365737,1,3,7.1,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로20번길,,경기도 구리시 교문동 781,31120-CW-00184,1,N,N,37.59464333,127.1365737,1,3.1,7.2,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로30번길,,경기도 구리시 교문동 777,31120-CW-00185,1,N,N,37.59595149,127.1343785,2,3,8.1,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로20번길,,경기도 구리시 교문동 781,31120-CW-00186,1,N,N,37.59464333,127.1365737,2,5.8,6.9,N,N,N,0,0,N,Y,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로20번길,,경기도 구리시 교문동 781,31120-CW-00187,1,N,N,37.59464333,127.1365737,2,6,7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로432번길,,경기도 구리시 교문동 781,31120-CW-00188,1,N,Y,37.59464333,127.1365737,1,1.9,7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로432번길,,경기도 구리시 교문동 781,31120-CW-00189,1,N,Y,37.59464333,127.1365737,1,1.9,7.1,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로432번길,,경기도 구리시 교문동 781,31120-CW-00190,2,N,N,37.59464333,127.1365737,1,2,12.8,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로8번길,,경기도 구리시 교문동 781,31120-CW-00191,1,N,Y,37.59464333,127.1365737,1,1.9,6.4,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,안골로8번길,,경기도 구리시 교문동 781,31120-CW-00192,2,N,N,37.59464333,127.1365737,1,2,12.6,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,이문안로15번길,,경기도 구리시 교문동 786,31120-CW-00193,1,N,Y,37.5928535,127.1330188,1,2,8.3,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로405번길,,경기도 구리시 교문동 422-15,31120-CW-00194,1,N,N,37.5911882,127.1308021,1,3.2,10.5,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,,경기도 구리시 교문동 105-3,31120-CW-00195,1,N,N,37.5918725,127.1314259,7,8.4,23.6,Y,N,Y,28,152,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,,경기도 구리시 교문동 105-3,31120-CW-00196,1,N,N,37.5918725,127.1314046,7,8,23.6,Y,N,Y,28,152,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,경기도 구리시 이문안로 10,경기도 구리시 교문동 109-28,31120-CW-00197,1,N,N,37.59169522,127.132441,1,1.8,4.8,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,,경기도 구리시 교문동 793,31120-CW-00198,1,N,N,37.5947187,127.1313821,1,2,15.8,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,,경기도 구리시 교문동 118-1,31120-CW-00199,1,N,N,37.59410167,127.1311115,1,2,15.5,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,,경기도 구리시 교문동 127-8,31120-CW-00200,1,N,N,37.59456279,127.1310098,5,3.6,18.2,Y,N,Y,30,53,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,,경기도 구리시 교문동 127-3,31120-CW-00201,1,N,N,37.59537597,127.1311544,7,3.4,22.7,Y,N,Y,30,53,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,,경기도 구리시 교문동 175-2,31120-CW-00202,4,N,N,37.598391,127.1306459,7,4.3,22.5,Y,N,Y,28,152,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로487번길,,경기도 구리시 교문동 산 52-1,31120-CW-00203,4,N,N,37.59860526,127.1304478,4,6,21.7,Y,N,Y,28,152,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로487번길,,경기도 구리시 교문동 산 52-1,31120-CW-00204,4,N,N,37.59860526,127.1304802,1,4.8,5.5,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로487번길,,경기도 구리시 교문동 281-8,31120-CW-00205,1,N,Y,37.599305,127.129687,3,2,11.5,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로487번길,,경기도 구리시 교문동 358-13,31120-CW-00206,1,N,N,37.59802365,127.1287434,2,3,14.3,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로506번길,,경기도 구리시 교문동 277-6,31120-CW-00207,1,N,N,37.600176,127.1309545,1,3,8.2,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,,경기도 구리시 교문동 285-4,31120-CW-00208,4,N,N,37.60119163,127.128472,7,6.4,23.7,Y,N,Y,30,150,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,아차산로,,경기도 구리시 교문동 257-1,31120-CW-00209,4,N,Y,37.60110094,127.1307277,1,6.2,5.6,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 257-1,31120-CW-00210,4,N,N,37.60110094,127.1307277,7,6.4,25.7,Y,N,Y,33,147,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 285-4,31120-CW-00211,4,N,N,37.60119163,127.128472,7,6.4,28.1,Y,N,Y,33,147,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 교문동 257-1,31120-CW-00212,4,N,N,37.60110094,127.1307277,6,5.7,21.8,Y,N,Y,30,150,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 교문동 285-4,31120-CW-00213,4,N,Y,37.60119163,127.128472,1,4,5.7,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,경춘로,,경기도 구리시 교문동 257-1,31120-CW-00214,4,N,N,37.60110094,127.1307277,1,6,6.3,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로6번길,,경기도 구리시 교문동 산 4-1,31120-CW-00215,1,N,N,37.60152513,127.1310575,1,3,6,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 563-1,31120-CW-00216,1,N,N,37.60340924,127.1323571,1,2.5,4.3,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,인창2로,,경기도 구리시 인창동 714-1,31120-CW-00217,1,N,N,37.60243697,127.1303265,1,2.5,10,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로16번길,,경기도 구리시 인창동 563-1,31120-CW-00218,1,N,N,37.60340924,127.1323571,1,3.8,8,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 714-1,31120-CW-00219,1,N,N,37.6024554,127.1303265,3,4.2,9.5,Y,N,Y,20,59,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,인창2로,,경기도 구리시 인창동 714-1,31120-CW-00220,1,N,N,37.60243697,127.1303265,3,3.3,10.3,Y,N,Y,20,59,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,인창2로,,경기도 구리시 인창동 713-1,31120-CW-00221,1,N,N,37.60317795,127.1309289,4,5.5,12.8,Y,N,Y,20,59,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 713-1,31120-CW-00222,1,N,N,37.60317795,127.1309289,1,3,5,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,인창2로,,경기도 구리시 인창동 713,31120-CW-00223,1,N,N,37.6031436,127.1304368,1,3.4,5.4,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,인창2로,,경기도 구리시 인창동 713-1,31120-CW-00224,1,N,Y,37.6031975,127.1309558,4,6.2,13.5,Y,N,Y,20,60,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,인창2로,,경기도 구리시 인창동 713-1,31120-CW-00225,4,N,Y,37.60317795,127.130995,3,6.1,10.3,Y,N,Y,20,60,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,달맞이길,,경기도 구리시 인창동 713-1,31120-CW-00226,4,N,N,37.60317795,127.1309289,3,3.4,6,Y,N,Y,20,60,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,달맞이길,,경기도 구리시 인창동 619-32,31120-CW-00227,1,N,N,37.603996,127.1309572,3,4.4,18.5,Y,N,Y,20,60,N,Y,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,달맞이길,,경기도 구리시 인창동 산 12-163,31120-CW-00228,1,N,N,37.60449055,127.130845,2,4.4,6.7,Y,N,Y,13,30,N,N,N,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,인창2로43번길,,경기도 구리시 인창동 625-2,31120-CW-00229,1,N,N,37.60633991,127.1304773,1,3.5,7.1,N,N,N,0,0,N,N,N,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,달맞이길,,경기도 구리시 인창동 713-1,31120-CW-00230,4,N,N,37.60317795,127.1309289,1,4,3.2,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,경기도 구리시 동구릉로 17,경기도 구리시 인창동 562-61,31120-CW-00231,1,N,N,37.6025325,127.1312816,1,2.9,10.7,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 563-1,31120-CW-00232,1,N,N,37.60340924,127.1323571,1,3.3,7.9,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로30번길,,경기도 구리시 인창동 563-1,31120-CW-00233,1,N,N,37.60340924,127.1323571,1,2.6,5.9,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 563-1,31120-CW-00234,1,N,N,37.60340924,127.1323571,1,2.8,5.8,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 563-1,31120-CW-00235,4,N,N,37.6034897,127.1323571,6,5.1,22.3,Y,N,N,26,124,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 563-1,31120-CW-00236,4,N,N,37.6034888,127.1323571,1,2.3,5.1,N,N,N,0,0,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 562-46,31120-CW-00237,4,N,N,37.6035405,127.1324939,1,2.6,3.7,N,N,N,0,0,Y,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 562-46,31120-CW-00238,1,N,N,37.60358049,127.1324939,2,2.7,9.9,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 552-1,31120-CW-00239,1,N,N,37.60454699,127.1333137,1,2.6,6.9,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 562-46,31120-CW-00240,1,N,N,37.60358049,127.1324939,2,1.9,7,N,N,N,0,0,N,Y,Y,N,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 562-46,31120-CW-00241,1,N,N,37.6035963,127.1324939,1,2.7,6,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로30번길,,경기도 구리시 인창동 573-2,31120-CW-00242,1,N,N,37.60396871,127.1335316,1,2.8,6,N,N,N,0,0,N,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 575-2,31120-CW-00243,4,N,N,37.6042018,127.1333453,6,6.1,18.6,Y,N,Y,28,122,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
"경기도",구리시,동구릉로,,경기도 구리시 인창동 546-4,31120-CW-00244,4,N,N,37.6048961,127.1328497,1,4.4,4,Y,N,Y,50,100,Y,Y,Y,Y,경기도 구리시청,031-557-1010,2023-12-13
